Date Time,Temp [°C],Wind [m/s],Price [c/kWh],hour,day_of_week,month
2023-02-28 22:00:00,0.2,3.8,2.507,22,1,2
2023-02-28 23:00:00,-0.1,3.7,2.691,23,1,2
2023-03-01 00:00:00,-1.1,3.1,2.547,0,2,3
2023-03-01 01:00:00,-1.4,3.3,2.554,1,2,3
2023-03-01 02:00:00,-1.6,3.5,2.601,2,2,3
2023-03-01 03:00:00,-2.0,3.0,2.804,3,2,3
2023-03-01 04:00:00,-2.3,3.4,3.602,4,2,3
2023-03-01 05:00:00,-2.2,3.5,10.833,5,2,3
2023-03-01 06:00:00,-1.9,3.6,15.006,6,2,3
2023-03-01 07:00:00,-2.1,3.7,18.007,7,2,3
2023-03-01 08:00:00,-2.0,3.7,14.3,8,2,3
2023-03-01 09:00:00,-1.5,3.3,11.788,9,2,3
2023-03-01 10:00:00,-0.3,3.8,11.504,10,2,3
2023-03-01 11:00:00,1.0,4.7,11.22,11,2,3
2023-03-01 12:00:00,2.0,4.9,11.081,12,2,3
2023-03-01 13:00:00,3.1,4.7,11.181,13,2,3
2023-03-01 14:00:00,3.6,4.7,11.413,14,2,3
2023-03-01 15:00:00,3.9,5.1,11.526,15,2,3
2023-03-01 16:00:00,4.2,4.9,11.72,16,2,3
2023-03-01 17:00:00,4.1,3.3,11.708,17,2,3
2023-03-01 18:00:00,3.7,1.7,7.11,18,2,3
2023-03-01 19:00:00,3.5,1.8,3.144,19,2,3
2023-03-01 20:00:00,3.2,2.8,2.711,20,2,3
2023-03-01 21:00:00,3.1,2.5,2.274,21,2,3
2023-03-01 22:00:00,2.7,2.0,2.127,22,2,3
2023-03-01 23:00:00,2.5,2.1,1.686,23,2,3
2023-03-02 00:00:00,2.1,2.9,1.289,0,3,3
2023-03-02 01:00:00,1.8,4.4,1.046,1,3,3
2023-03-02 02:00:00,1.5,4.3,1.265,2,3,3
2023-03-02 03:00:00,0.9,4.2,1.749,3,3,3
2023-03-02 04:00:00,1.1,4.5,2.205,4,3,3
2023-03-02 05:00:00,0.7,3.8,2.384,5,3,3
2023-03-02 06:00:00,0.5,4.8,2.611,6,3,3
2023-03-02 07:00:00,1.0,6.2,3.216,7,3,3
2023-03-02 08:00:00,1.0,6.0,2.999,8,3,3
2023-03-02 09:00:00,1.2,5.8,2.528,9,3,3
2023-03-02 10:00:00,1.8,6.7,2.421,10,3,3
2023-03-02 11:00:00,2.9,7.5,2.378,11,3,3
2023-03-02 12:00:00,3.6,7.6,2.355,12,3,3
2023-03-02 13:00:00,3.7,8.9,2.319,13,3,3
2023-03-02 14:00:00,3.8,7.7,2.264,14,3,3
2023-03-02 15:00:00,3.9,7.4,2.276,15,3,3
2023-03-02 16:00:00,4.2,7.8,2.347,16,3,3
2023-03-02 17:00:00,3.8,7.3,2.359,17,3,3
2023-03-02 18:00:00,3.0,6.8,2.363,18,3,3
2023-03-02 19:00:00,2.0,5.8,2.277,19,3,3
2023-03-02 20:00:00,1.2,4.9,2.332,20,3,3
2023-03-02 21:00:00,0.4,2.5,2.3,21,3,3
2023-03-02 22:00:00,0.7,4.1,2.254,22,3,3
2023-03-02 23:00:00,1.1,4.2,2.153,23,3,3
2023-03-03 00:00:00,1.3,4.1,2.154,0,4,3
2023-03-03 01:00:00,1.2,3.9,2.2,1,4,3
2023-03-03 02:00:00,0.9,4.4,2.252,2,4,3
2023-03-03 03:00:00,0.5,3.7,2.349,3,4,3
2023-03-03 04:00:00,0.2,3.5,2.617,4,4,3
2023-03-03 05:00:00,0.1,4.0,6.393,5,4,3
2023-03-03 06:00:00,-0.3,3.9,11.577,6,4,3
2023-03-03 07:00:00,-1.2,3.3,11.693,7,4,3
2023-03-03 08:00:00,-1.8,3.1,11.598,8,4,3
2023-03-03 09:00:00,-1.6,3.2,12.798,9,4,3
2023-03-03 10:00:00,-0.9,3.1,11.819,10,4,3
2023-03-03 11:00:00,0.1,3.8,11.194,11,4,3
2023-03-03 12:00:00,0.9,4.3,10.421,12,4,3
2023-03-03 13:00:00,1.5,5.5,10.509,13,4,3
2023-03-03 14:00:00,2.0,6.3,12.13,14,4,3
2023-03-03 15:00:00,2.2,7.2,14.956,15,4,3
2023-03-03 16:00:00,1.9,6.8,16.657,16,4,3
2023-03-03 17:00:00,0.5,4.7,16.5,17,4,3
2023-03-03 18:00:00,0.0,4.7,10.176,18,4,3
2023-03-03 19:00:00,0.0,4.4,4.027,19,4,3
2023-03-03 20:00:00,0.0,4.3,4.008,20,4,3
2023-03-03 21:00:00,0.1,3.8,3.334,21,4,3
2023-03-03 22:00:00,0.0,2.5,2.156,22,4,3
2023-03-03 23:00:00,0.0,1.6,4.436,23,4,3
2023-03-04 00:00:00,0.0,1.8,2.764,0,5,3
2023-03-04 01:00:00,-0.3,4.3,2.417,1,5,3
2023-03-04 02:00:00,-0.9,5.4,2.474,2,5,3
2023-03-04 03:00:00,-1.2,5.7,2.556,3,5,3
2023-03-04 04:00:00,-1.5,5.2,2.764,4,5,3
2023-03-04 05:00:00,-1.7,4.1,2.97,5,5,3
2023-03-04 06:00:00,-1.8,3.6,4.04,6,5,3
2023-03-04 07:00:00,-2.1,3.2,6.0,7,5,3
2023-03-04 08:00:00,-2.5,3.4,7.394,8,5,3
2023-03-04 09:00:00,-2.8,3.2,7.394,9,5,3
2023-03-04 10:00:00,-2.7,3.4,7.43,10,5,3
2023-03-04 11:00:00,-2.4,3.3,9.584,11,5,3
2023-03-04 12:00:00,-2.0,3.6,9.327,12,5,3
2023-03-04 13:00:00,-1.6,3.7,9.676,13,5,3
2023-03-04 14:00:00,-1.0,3.3,10.301,14,5,3
2023-03-04 15:00:00,-1.1,4.1,10.894,15,5,3
2023-03-04 16:00:00,-1.3,3.5,13.664,16,5,3
2023-03-04 17:00:00,-1.5,4.2,14.802,17,5,3
2023-03-04 18:00:00,-2.2,4.0,14.152,18,5,3
2023-03-04 19:00:00,-2.7,4.0,12.299,19,5,3
2023-03-04 20:00:00,-3.2,3.7,11.488,20,5,3
2023-03-04 21:00:00,-3.5,3.3,11.253,21,5,3
2023-03-04 22:00:00,-3.6,2.8,10.581,22,5,3
2023-03-04 23:00:00,-3.6,2.6,10.487,23,5,3
2023-03-05 00:00:00,-3.8,2.7,10.308,0,6,3
2023-03-05 01:00:00,-3.9,2.6,10.21,1,6,3
2023-03-05 02:00:00,-4.0,2.4,10.399,2,6,3
2023-03-05 03:00:00,-4.1,3.0,10.123,3,6,3
2023-03-05 04:00:00,-4.3,3.0,10.212,4,6,3
2023-03-05 05:00:00,-4.4,2.8,10.146,5,6,3
2023-03-05 06:00:00,-4.4,1.2,10.578,6,6,3
2023-03-05 07:00:00,-4.4,1.1,10.8,7,6,3
2023-03-05 08:00:00,-4.4,1.1,10.773,8,6,3
2023-03-05 09:00:00,-4.1,1.3,10.518,9,6,3
2023-03-05 10:00:00,-3.8,2.3,10.68,10,6,3
2023-03-05 11:00:00,-3.6,2.1,10.683,11,6,3
2023-03-05 12:00:00,-3.5,2.4,10.705,12,6,3
2023-03-05 13:00:00,-3.3,3.0,10.68,13,6,3
2023-03-05 14:00:00,-2.7,2.9,11.104,14,6,3
2023-03-05 15:00:00,-2.6,2.8,11.536,15,6,3
2023-03-05 16:00:00,-2.6,3.0,14.514,16,6,3
2023-03-05 17:00:00,-2.7,2.4,16.647,17,6,3
2023-03-05 18:00:00,-2.9,1.9,17.014,18,6,3
2023-03-05 19:00:00,-3.1,1.6,14.767,19,6,3
2023-03-05 20:00:00,-3.2,1.6,14.499,20,6,3
2023-03-05 21:00:00,-3.3,1.4,13.697,21,6,3
2023-03-05 22:00:00,-3.8,3.2,11.772,22,6,3
2023-03-05 23:00:00,-5.5,2.5,13.06,23,6,3
2023-03-06 00:00:00,-6.5,2.0,12.208,0,0,3
2023-03-06 01:00:00,-7.6,1.5,12.03,1,0,3
2023-03-06 02:00:00,-8.1,1.8,12.017,2,0,3
2023-03-06 03:00:00,-9.7,1.2,12.241,3,0,3
2023-03-06 04:00:00,-10.6,1.2,13.744,4,0,3
2023-03-06 05:00:00,-9.8,1.6,15.98,5,0,3
2023-03-06 06:00:00,-9.3,1.0,18.5,6,0,3
2023-03-06 07:00:00,-9.5,0.9,21.709,7,0,3
2023-03-06 08:00:00,-9.8,0.6,18.999,8,0,3
2023-03-06 09:00:00,-9.2,1.2,17.026,9,0,3
2023-03-06 10:00:00,-8.6,2.0,16.084,10,0,3
2023-03-06 11:00:00,-7.9,1.9,14.992,11,0,3
2023-03-06 12:00:00,-7.1,2.2,14.495,12,0,3
2023-03-06 13:00:00,-6.8,2.7,14.43,13,0,3
2023-03-06 14:00:00,-6.5,2.2,14.578,14,0,3
2023-03-06 15:00:00,-6.7,1.8,15.2,15,0,3
2023-03-06 16:00:00,-6.6,1.1,16.203,16,0,3
2023-03-06 17:00:00,-6.3,1.3,18.487,17,0,3
2023-03-06 18:00:00,-6.6,2.1,17.681,18,0,3
2023-03-06 19:00:00,-7.4,1.5,14.999,19,0,3
2023-03-06 20:00:00,-8.7,1.3,13.36,20,0,3
2023-03-06 21:00:00,-11.4,0.5,12.065,21,0,3
2023-03-06 22:00:00,-13.1,0.4,11.145,22,0,3
2023-03-06 23:00:00,-14.6,0.5,12.871,23,0,3
2023-03-07 00:00:00,-15.7,0.3,12.007,0,1,3
2023-03-07 01:00:00,-16.9,0.3,11.722,1,1,3
2023-03-07 02:00:00,-17.8,0.4,11.689,2,1,3
2023-03-07 03:00:00,-18.7,0.5,11.721,3,1,3
2023-03-07 04:00:00,-19.4,0.5,12.74,4,1,3
2023-03-07 05:00:00,-19.8,0.8,13.913,5,1,3
2023-03-07 06:00:00,-20.0,0.5,13.668,6,1,3
2023-03-07 07:00:00,-20.6,0.5,13.009,7,1,3
2023-03-07 08:00:00,-20.8,0.6,12.391,8,1,3
2023-03-07 09:00:00,-18.0,0.4,15.0,9,1,3
2023-03-07 10:00:00,-12.5,1.5,12.001,10,1,3
2023-03-07 11:00:00,-8.9,2.3,11.722,11,1,3
2023-03-07 12:00:00,-7.3,2.8,13.499,12,1,3
2023-03-07 13:00:00,-6.4,3.2,12.695,13,1,3
2023-03-07 14:00:00,-5.7,3.4,10.667,14,1,3
2023-03-07 15:00:00,-5.2,3.4,11.766,15,1,3
2023-03-07 16:00:00,-4.9,3.6,14.514,16,1,3
2023-03-07 17:00:00,-5.1,3.2,14.949,17,1,3
2023-03-07 18:00:00,-5.8,2.4,12.923,18,1,3
2023-03-07 19:00:00,-7.1,2.9,11.335,19,1,3
2023-03-07 20:00:00,-7.7,3.8,11.239,20,1,3
2023-03-07 21:00:00,-8.4,3.9,6.804,21,1,3
2023-03-07 22:00:00,-8.9,3.8,5.742,22,1,3
2023-03-07 23:00:00,-9.2,4.3,7.361,23,1,3
2023-03-08 00:00:00,-9.1,4.4,7.101,0,2,3
2023-03-08 01:00:00,-8.7,4.5,7.007,1,2,3
2023-03-08 02:00:00,-8.9,5.4,8.332,2,2,3
2023-03-08 03:00:00,-8.5,6.9,10.778,3,2,3
2023-03-08 04:00:00,-8.5,6.7,11.457,4,2,3
2023-03-08 05:00:00,-8.8,6.7,13.73,5,2,3
2023-03-08 06:00:00,-9.0,7.1,15.853,6,2,3
2023-03-08 07:00:00,-9.1,7.2,17.31,7,2,3
2023-03-08 08:00:00,-9.0,7.1,16.3,8,2,3
2023-03-08 09:00:00,-8.7,7.5,15.299,9,2,3
2023-03-08 10:00:00,-8.4,7.0,14.417,10,2,3
2023-03-08 11:00:00,-7.8,7.2,13.717,11,2,3
2023-03-08 12:00:00,-6.9,7.4,13.51,12,2,3
2023-03-08 13:00:00,-5.9,7.6,13.742,13,2,3
2023-03-08 14:00:00,-4.9,7.2,14.108,14,2,3
2023-03-08 15:00:00,-4.4,6.5,14.447,15,2,3
2023-03-08 16:00:00,-4.2,6.6,15.301,16,2,3
2023-03-08 17:00:00,-4.6,5.9,16.689,17,2,3
2023-03-08 18:00:00,-5.6,5.3,17.002,18,2,3
2023-03-08 19:00:00,-6.8,4.8,15.377,19,2,3
2023-03-08 20:00:00,-7.8,4.6,13.464,20,2,3
2023-03-08 21:00:00,-8.6,4.7,12.882,21,2,3
2023-03-08 22:00:00,-9.3,4.5,11.531,22,2,3
2023-03-08 23:00:00,-9.8,3.6,11.366,23,2,3
2023-03-09 00:00:00,-10.4,3.4,11.139,0,3,3
2023-03-09 01:00:00,-11.2,3.0,11.102,1,3,3
2023-03-09 02:00:00,-11.9,3.0,10.938,2,3,3
2023-03-09 03:00:00,-12.7,2.8,11.122,3,3,3
2023-03-09 04:00:00,-13.5,2.3,12.0,4,3,3
2023-03-09 05:00:00,-14.2,2.6,13.794,5,3,3
2023-03-09 06:00:00,-15.0,2.2,15.809,6,3,3
2023-03-09 07:00:00,-15.5,2.0,16.414,7,3,3
2023-03-09 08:00:00,-16.1,1.3,15.601,8,3,3
2023-03-09 09:00:00,-15.0,1.2,14.458,9,3,3
2023-03-09 10:00:00,-13.5,1.6,13.365,10,3,3
2023-03-09 11:00:00,-11.6,1.6,12.345,11,3,3
2023-03-09 12:00:00,-9.7,2.1,11.645,12,3,3
2023-03-09 13:00:00,-8.7,2.4,11.619,13,3,3
2023-03-09 14:00:00,-7.4,2.4,11.672,14,3,3
2023-03-09 15:00:00,-6.3,2.2,11.836,15,3,3
2023-03-09 16:00:00,-6.1,3.3,13.585,16,3,3
2023-03-09 17:00:00,-6.3,3.2,12.303,17,3,3
2023-03-09 18:00:00,-7.1,2.8,11.996,18,3,3
2023-03-09 19:00:00,-9.6,1.8,12.491,19,3,3
2023-03-09 20:00:00,-11.7,0.7,12.509,20,3,3
2023-03-09 21:00:00,-13.1,1.4,11.781,21,3,3
2023-03-09 22:00:00,-12.7,1.6,9.766,22,3,3
2023-03-09 23:00:00,-15.1,0.6,9.468,23,3,3
2023-03-10 00:00:00,-14.2,1.0,7.638,0,4,3
2023-03-10 01:00:00,-11.4,1.8,8.999,1,4,3
2023-03-10 02:00:00,-9.3,2.9,9.884,2,4,3
2023-03-10 03:00:00,-9.0,3.6,9.909,3,4,3
2023-03-10 04:00:00,-8.8,3.5,10.5,4,4,3
2023-03-10 05:00:00,-7.9,3.0,11.981,5,4,3
2023-03-10 06:00:00,-7.8,2.4,13.691,6,4,3
2023-03-10 07:00:00,-7.2,3.1,14.091,7,4,3
2023-03-10 08:00:00,-7.0,3.1,13.661,8,4,3
2023-03-10 09:00:00,-6.6,2.1,13.189,9,4,3
2023-03-10 10:00:00,-4.8,2.9,12.51,10,4,3
2023-03-10 11:00:00,-3.3,3.3,11.642,11,4,3
2023-03-10 12:00:00,-2.1,4.0,11.284,12,4,3
2023-03-10 13:00:00,-1.3,4.4,11.491,13,4,3
2023-03-10 14:00:00,-1.0,4.8,11.262,14,4,3
2023-03-10 15:00:00,-0.7,4.3,11.01,15,4,3
2023-03-10 16:00:00,-0.8,3.2,12.934,16,4,3
2023-03-10 17:00:00,-1.3,1.1,13.548,17,4,3
2023-03-10 18:00:00,-0.6,2.9,13.392,18,4,3
2023-03-10 19:00:00,-2.2,3.3,11.541,19,4,3
2023-03-10 20:00:00,-2.5,3.1,10.896,20,4,3
2023-03-10 21:00:00,-3.4,3.4,9.999,21,4,3
2023-03-10 22:00:00,-4.3,3.3,8.549,22,4,3
2023-03-10 23:00:00,-5.3,3.2,7.022,23,4,3
2023-03-11 00:00:00,-6.2,3.4,7.111,0,5,3
2023-03-11 01:00:00,-6.8,3.4,7.308,1,5,3
2023-03-11 02:00:00,-7.4,3.0,8.044,2,5,3
2023-03-11 03:00:00,-8.2,2.5,8.576,3,5,3
2023-03-11 04:00:00,-9.1,2.2,9.618,4,5,3
2023-03-11 05:00:00,-9.8,2.3,10.424,5,5,3
2023-03-11 06:00:00,-9.8,2.7,11.009,6,5,3
2023-03-11 07:00:00,-10.4,1.6,11.127,7,5,3
2023-03-11 08:00:00,-12.2,1.2,10.637,8,5,3
2023-03-11 09:00:00,-10.3,1.5,10.334,9,5,3
2023-03-11 10:00:00,-7.3,2.7,10.334,10,5,3
2023-03-11 11:00:00,-5.4,3.6,10.332,11,5,3
2023-03-11 12:00:00,-4.5,3.6,10.3,12,5,3
2023-03-11 13:00:00,-4.4,3.6,7.911,13,5,3
2023-03-11 14:00:00,-3.6,3.9,8.065,14,5,3
2023-03-11 15:00:00,-2.8,3.2,10.152,15,5,3
2023-03-11 16:00:00,-2.7,3.7,12.805,16,5,3
2023-03-11 17:00:00,-2.8,4.1,13.385,17,5,3
2023-03-11 18:00:00,-2.9,3.4,11.043,18,5,3
2023-03-11 19:00:00,-3.0,2.3,10.603,19,5,3
2023-03-11 20:00:00,-3.4,2.9,11.498,20,5,3
2023-03-11 21:00:00,-3.9,1.8,11.685,21,5,3
2023-03-11 22:00:00,-4.2,1.8,10.149,22,5,3
2023-03-11 23:00:00,-4.8,3.2,10.075,23,5,3
2023-03-12 00:00:00,-5.8,2.3,8.204,0,6,3
2023-03-12 01:00:00,-5.8,1.6,7.778,1,6,3
2023-03-12 02:00:00,-6.0,1.5,7.152,2,6,3
2023-03-12 03:00:00,-5.9,2.2,7.15,3,6,3
2023-03-12 04:00:00,-6.2,2.1,7.451,4,6,3
2023-03-12 05:00:00,-6.7,2.4,6.837,5,6,3
2023-03-12 06:00:00,-7.8,2.1,6.604,6,6,3
2023-03-12 07:00:00,-9.1,1.5,8.176,7,6,3
2023-03-12 08:00:00,-10.6,0.9,7.853,8,6,3
2023-03-12 09:00:00,-9.8,1.8,6.618,9,6,3
2023-03-12 10:00:00,-8.0,2.9,6.684,10,6,3
2023-03-12 11:00:00,-6.4,3.5,6.612,11,6,3
2023-03-12 12:00:00,-4.3,4.1,6.731,12,6,3
2023-03-12 13:00:00,-2.8,5.0,7.0,13,6,3
2023-03-12 14:00:00,-2.3,5.7,7.49,14,6,3
2023-03-12 15:00:00,-2.1,5.6,8.505,15,6,3
2023-03-12 16:00:00,-1.9,5.8,10.091,16,6,3
2023-03-12 17:00:00,-2.3,4.9,10.946,17,6,3
2023-03-12 18:00:00,-2.8,4.5,11.121,18,6,3
2023-03-12 19:00:00,-3.4,4.7,10.585,19,6,3
2023-03-12 20:00:00,-4.2,3.5,10.144,20,6,3
2023-03-12 21:00:00,-7.1,3.4,9.259,21,6,3
2023-03-12 22:00:00,-8.6,3.6,6.502,22,6,3
2023-03-12 23:00:00,-8.4,3.1,4.984,23,6,3
2023-03-13 00:00:00,-10.9,3.0,3.915,0,0,3
2023-03-13 01:00:00,-10.7,3.6,3.457,1,0,3
2023-03-13 02:00:00,-9.2,4.2,3.046,2,0,3
2023-03-13 03:00:00,-9.0,4.2,3.746,3,0,3
2023-03-13 04:00:00,-10.6,4.3,5.948,4,0,3
2023-03-13 05:00:00,-10.2,3.5,9.21,5,0,3
2023-03-13 06:00:00,-11.5,4.0,10.416,6,0,3
2023-03-13 07:00:00,-12.1,2.4,10.414,7,0,3
2023-03-13 08:00:00,-12.2,1.7,9.677,8,0,3
2023-03-13 09:00:00,-10.0,1.8,10.372,9,0,3
2023-03-13 10:00:00,-6.3,2.5,10.01,10,0,3
2023-03-13 11:00:00,-3.3,3.1,10.413,11,0,3
2023-03-13 12:00:00,-2.2,4.3,10.41,12,0,3
2023-03-13 13:00:00,-0.9,4.7,8.743,13,0,3
2023-03-13 14:00:00,-0.4,5.5,4.44,14,0,3
2023-03-13 15:00:00,-0.2,5.6,3.166,15,0,3
2023-03-13 16:00:00,-0.1,5.1,4.738,16,0,3
2023-03-13 17:00:00,-0.1,6.1,5.248,17,0,3
2023-03-13 18:00:00,-0.7,6.3,4.887,18,0,3
2023-03-13 19:00:00,-1.0,6.2,4.384,19,0,3
2023-03-13 20:00:00,-1.2,7.6,4.218,20,0,3
2023-03-13 21:00:00,-2.2,7.1,3.46,21,0,3
2023-03-13 22:00:00,-2.4,7.1,2.332,22,0,3
2023-03-13 23:00:00,-2.2,7.4,0.957,23,0,3
2023-03-14 00:00:00,-2.1,8.0,0.457,0,1,3
2023-03-14 01:00:00,-1.5,8.0,0.42,1,1,3
2023-03-14 02:00:00,-1.2,7.3,0.248,2,1,3
2023-03-14 03:00:00,-0.5,6.1,0.458,3,1,3
2023-03-14 04:00:00,0.3,5.8,2.698,4,1,3
2023-03-14 05:00:00,1.0,4.4,4.26,5,1,3
2023-03-14 06:00:00,1.7,4.2,6.947,6,1,3
2023-03-14 07:00:00,2.5,4.4,10.335,7,1,3
2023-03-14 08:00:00,3.1,4.8,9.243,8,1,3
2023-03-14 09:00:00,3.7,5.8,9.901,9,1,3
2023-03-14 10:00:00,3.9,6.0,9.903,10,1,3
2023-03-14 11:00:00,4.2,6.5,9.493,11,1,3
2023-03-14 12:00:00,4.1,6.9,8.91,12,1,3
2023-03-14 13:00:00,3.9,7.6,7.71,13,1,3
2023-03-14 14:00:00,3.3,7.9,9.769,14,1,3
2023-03-14 15:00:00,2.1,6.5,10.776,15,1,3
2023-03-14 16:00:00,1.2,5.6,12.621,16,1,3
2023-03-14 17:00:00,0.9,4.6,13.21,17,1,3
2023-03-14 18:00:00,0.7,3.8,12.599,18,1,3
2023-03-14 19:00:00,0.4,2.1,10.331,19,1,3
2023-03-14 20:00:00,0.0,1.6,10.747,20,1,3
2023-03-14 21:00:00,-0.2,0.7,10.502,21,1,3
2023-03-14 22:00:00,-0.3,0.7,9.122,22,1,3
2023-03-14 23:00:00,-0.3,1.2,9.918,23,1,3
2023-03-15 00:00:00,-0.4,1.3,8.338,0,2,3
2023-03-15 01:00:00,-0.5,1.3,8.008,1,2,3
2023-03-15 02:00:00,-0.5,2.3,8.002,2,2,3
2023-03-15 03:00:00,-0.7,2.3,8.975,3,2,3
2023-03-15 04:00:00,-0.8,1.6,11.697,4,2,3
2023-03-15 05:00:00,-0.9,2.8,13.815,5,2,3
2023-03-15 06:00:00,-1.1,3.7,15.87,6,2,3
2023-03-15 07:00:00,-1.4,3.4,14.868,7,2,3
2023-03-15 08:00:00,-1.9,2.7,12.325,8,2,3
2023-03-15 09:00:00,-2.8,3.2,10.504,9,2,3
2023-03-15 10:00:00,-2.3,4.2,10.136,10,2,3
2023-03-15 11:00:00,-0.9,4.8,9.473,11,2,3
2023-03-15 12:00:00,0.1,5.7,9.807,12,2,3
2023-03-15 13:00:00,0.6,7.1,9.856,13,2,3
2023-03-15 14:00:00,1.0,8.0,9.165,14,2,3
2023-03-15 15:00:00,0.9,8.3,10.105,15,2,3
2023-03-15 16:00:00,1.1,7.7,10.807,16,2,3
2023-03-15 17:00:00,0.9,6.3,11.123,17,2,3
2023-03-15 18:00:00,-0.1,6.0,10.953,18,2,3
2023-03-15 19:00:00,-1.2,6.7,10.526,19,2,3
2023-03-15 20:00:00,-2.3,5.6,10.506,20,2,3
2023-03-15 21:00:00,-3.1,4.3,8.167,21,2,3
2023-03-15 22:00:00,-4.6,3.4,7.291,22,2,3
2023-03-15 23:00:00,-4.8,3.6,3.298,23,2,3
2023-03-16 00:00:00,-5.1,3.4,3.496,0,3,3
2023-03-16 01:00:00,-5.7,2.9,3.633,1,3,3
2023-03-16 02:00:00,-6.5,3.2,3.831,2,3,3
2023-03-16 03:00:00,-7.9,3.6,4.398,3,3,3
2023-03-16 04:00:00,-7.8,2.7,8.992,4,3,3
2023-03-16 05:00:00,-8.0,1.2,10.837,5,3,3
2023-03-16 06:00:00,-7.6,1.2,13.631,6,3,3
2023-03-16 07:00:00,-7.2,1.4,13.375,7,3,3
2023-03-16 08:00:00,-7.7,1.3,11.249,8,3,3
2023-03-16 09:00:00,-5.7,1.5,10.093,9,3,3
2023-03-16 10:00:00,-3.6,1.7,9.151,10,3,3
2023-03-16 11:00:00,-1.7,2.5,8.54,11,3,3
2023-03-16 12:00:00,-0.2,2.1,7.849,12,3,3
2023-03-16 13:00:00,1.5,1.1,8.048,13,3,3
2023-03-16 14:00:00,1.4,1.9,8.489,14,3,3
2023-03-16 15:00:00,1.6,2.9,9.329,15,3,3
2023-03-16 16:00:00,1.6,3.2,9.953,16,3,3
2023-03-16 17:00:00,1.6,3.1,10.099,17,3,3
2023-03-16 18:00:00,1.1,2.9,9.952,18,3,3
2023-03-16 19:00:00,-2.1,1.3,9.6,19,3,3
2023-03-16 20:00:00,-3.7,0.9,9.708,20,3,3
2023-03-16 21:00:00,-3.7,1.3,10.009,21,3,3
2023-03-16 22:00:00,-3.3,1.5,6.888,22,3,3
2023-03-16 23:00:00,-4.7,0.8,3.623,23,3,3
2023-03-17 00:00:00,-5.4,0.6,3.73,0,4,3
2023-03-17 01:00:00,-4.3,1.9,3.646,1,4,3
2023-03-17 02:00:00,-3.5,2.1,3.704,2,4,3
2023-03-17 03:00:00,-3.1,2.0,3.995,3,4,3
2023-03-17 04:00:00,-5.3,0.9,4.927,4,4,3
2023-03-17 05:00:00,-7.8,0.9,5.381,5,4,3
2023-03-17 06:00:00,-8.8,0.7,4.264,6,4,3
2023-03-17 07:00:00,-9.6,1.0,4.357,7,4,3
2023-03-17 08:00:00,-9.7,0.6,4.44,8,4,3
2023-03-17 09:00:00,-7.3,0.8,5.813,9,4,3
2023-03-17 10:00:00,-3.0,1.5,4.111,10,4,3
2023-03-17 11:00:00,-1.8,2.7,4.534,11,4,3
2023-03-17 12:00:00,-1.0,3.1,3.815,12,4,3
2023-03-17 13:00:00,-0.2,4.0,3.234,13,4,3
2023-03-17 14:00:00,0.5,4.7,3.014,14,4,3
2023-03-17 15:00:00,1.2,5.3,2.978,15,4,3
2023-03-17 16:00:00,1.4,4.6,2.937,16,4,3
2023-03-17 17:00:00,1.4,4.2,2.892,17,4,3
2023-03-17 18:00:00,1.2,3.5,2.655,18,4,3
2023-03-17 19:00:00,0.8,3.4,2.419,19,4,3
2023-03-17 20:00:00,0.4,3.8,2.335,20,4,3
2023-03-17 21:00:00,0.2,4.6,2.235,21,4,3
2023-03-17 22:00:00,-0.4,4.8,1.837,22,4,3
2023-03-17 23:00:00,-0.6,4.6,0.406,23,4,3
2023-03-18 00:00:00,-0.3,5.0,0.408,0,5,3
2023-03-18 01:00:00,-0.2,4.4,0.271,1,5,3
2023-03-18 02:00:00,0.1,4.7,0.15,2,5,3
2023-03-18 03:00:00,0.5,4.4,0.19,3,5,3
2023-03-18 04:00:00,1.5,5.5,0.5,4,5,3
2023-03-18 05:00:00,1.9,6.0,0.372,5,5,3
2023-03-18 06:00:00,1.7,5.9,1.851,6,5,3
2023-03-18 07:00:00,1.3,6.3,2.872,7,5,3
2023-03-18 08:00:00,2.2,6.5,2.986,8,5,3
2023-03-18 09:00:00,2.7,7.9,3.269,9,5,3
2023-03-18 10:00:00,2.6,8.4,3.235,10,5,3
2023-03-18 11:00:00,2.2,7.2,1.994,11,5,3
2023-03-18 12:00:00,3.5,8.0,1.678,12,5,3
2023-03-18 13:00:00,3.6,8.1,2.447,13,5,3
2023-03-18 14:00:00,3.4,8.0,3.13,14,5,3
2023-03-18 15:00:00,2.8,7.8,3.337,15,5,3
2023-03-18 16:00:00,1.1,6.0,3.509,16,5,3
2023-03-18 17:00:00,0.7,6.2,3.559,17,5,3
2023-03-18 18:00:00,0.7,5.9,3.529,18,5,3
2023-03-18 19:00:00,0.8,5.3,3.47,19,5,3
2023-03-18 20:00:00,1.1,6.1,3.493,20,5,3
2023-03-18 21:00:00,1.2,6.0,3.374,21,5,3
2023-03-18 22:00:00,1.1,5.3,3.329,22,5,3
2023-03-18 23:00:00,0.9,4.3,3.605,23,5,3
2023-03-19 00:00:00,0.9,3.6,3.691,0,6,3
2023-03-19 01:00:00,0.9,3.7,3.882,1,6,3
2023-03-19 02:00:00,0.9,3.1,3.984,2,6,3
2023-03-19 03:00:00,0.9,2.6,4.201,3,6,3
2023-03-19 04:00:00,0.9,2.1,4.376,4,6,3
2023-03-19 05:00:00,0.8,1.2,4.548,5,6,3
