"Alkuaika UTC","Loppuaika UTC","Tuulivoiman tuotantoennuste - päivitys 15 minuutin välein"
"2023-06-21T07:45:00.000Z","2023-06-21T08:00:00.000Z","491.1"
"2023-06-21T08:00:00.000Z","2023-06-21T08:15:00.000Z","537.1"
"2023-06-21T08:15:00.000Z","2023-06-21T08:30:00.000Z","558.8"
"2023-06-21T08:30:00.000Z","2023-06-21T08:45:00.000Z","569"
"2023-06-21T08:45:00.000Z","2023-06-21T09:00:00.000Z","587.1"
"2023-06-21T09:00:00.000Z","2023-06-21T09:15:00.000Z","622.1"
"2023-06-21T09:15:00.000Z","2023-06-21T09:30:00.000Z","784.6"
"2023-06-21T09:30:00.000Z","2023-06-21T09:45:00.000Z","790.6"
"2023-06-21T09:45:00.000Z","2023-06-21T10:00:00.000Z","801.5"
"2023-06-21T10:00:00.000Z","2023-06-21T10:15:00.000Z","822.1"
"2023-06-21T10:15:00.000Z","2023-06-21T10:30:00.000Z","878.4"
"2023-06-21T10:30:00.000Z","2023-06-21T10:45:00.000Z","883.6"
"2023-06-21T10:45:00.000Z","2023-06-21T11:00:00.000Z","892.9"
"2023-06-21T11:00:00.000Z","2023-06-21T11:15:00.000Z","910.7"
"2023-06-21T11:15:00.000Z","2023-06-21T11:30:00.000Z","994.3"
"2023-06-21T11:30:00.000Z","2023-06-21T11:45:00.000Z","998.2"
"2023-06-21T11:45:00.000Z","2023-06-21T12:00:00.000Z","1003.6"
"2023-06-21T12:00:00.000Z","2023-06-21T12:15:00.000Z","1020"
"2023-06-21T12:15:00.000Z","2023-06-21T12:30:00.000Z","1132.1"
"2023-06-21T12:30:00.000Z","2023-06-21T12:45:00.000Z","1127.3"
"2023-06-21T12:45:00.000Z","2023-06-21T13:00:00.000Z","1118.5"
"2023-06-21T13:00:00.000Z","2023-06-21T13:15:00.000Z","1102.7"
"2023-06-21T13:15:00.000Z","2023-06-21T13:30:00.000Z","957.7"
"2023-06-21T13:30:00.000Z","2023-06-21T13:45:00.000Z","950.6"
"2023-06-21T13:45:00.000Z","2023-06-21T14:00:00.000Z","937.6"
"2023-06-21T14:00:00.000Z","2023-06-21T14:15:00.000Z","914.2"
"2023-06-21T14:15:00.000Z","2023-06-21T14:30:00.000Z","831.9"
"2023-06-21T14:30:00.000Z","2023-06-21T14:45:00.000Z","821.5"
"2023-06-21T14:45:00.000Z","2023-06-21T15:00:00.000Z","804.1"
"2023-06-21T15:00:00.000Z","2023-06-21T15:15:00.000Z","766.6"
"2023-06-21T15:15:00.000Z","2023-06-21T15:30:00.000Z","633.8"
"2023-06-21T15:30:00.000Z","2023-06-21T15:45:00.000Z","625.7"
"2023-06-21T15:45:00.000Z","2023-06-21T16:00:00.000Z","613.2"
"2023-06-21T16:00:00.000Z","2023-06-21T16:15:00.000Z","582"
"2023-06-21T16:15:00.000Z","2023-06-21T16:30:00.000Z","550.7"
"2023-06-21T16:30:00.000Z","2023-06-21T16:45:00.000Z","547.2"
"2023-06-21T16:45:00.000Z","2023-06-21T17:00:00.000Z","543.3"
"2023-06-21T17:00:00.000Z","2023-06-21T17:15:00.000Z","526.7"
"2023-06-21T17:15:00.000Z","2023-06-21T17:30:00.000Z","527.4"
"2023-06-21T17:30:00.000Z","2023-06-21T17:45:00.000Z","531.2"
"2023-06-21T17:45:00.000Z","2023-06-21T18:00:00.000Z","538.7"
"2023-06-21T18:00:00.000Z","2023-06-21T18:15:00.000Z","550.1"
"2023-06-21T18:15:00.000Z","2023-06-21T18:30:00.000Z","568.7"
"2023-06-21T18:30:00.000Z","2023-06-21T18:45:00.000Z","577.3"
"2023-06-21T18:45:00.000Z","2023-06-21T19:00:00.000Z","591.4"
"2023-06-21T19:00:00.000Z","2023-06-21T19:15:00.000Z","623.9"
"2023-06-21T19:15:00.000Z","2023-06-21T19:30:00.000Z","637"
"2023-06-21T19:30:00.000Z","2023-06-21T19:45:00.000Z","643.7"
"2023-06-21T19:45:00.000Z","2023-06-21T20:00:00.000Z","654.9"
"2023-06-21T20:00:00.000Z","2023-06-21T20:15:00.000Z","679.4"
"2023-06-21T20:15:00.000Z","2023-06-21T20:30:00.000Z","594.4"
"2023-06-21T20:30:00.000Z","2023-06-21T20:45:00.000Z","598"
"2023-06-21T20:45:00.000Z","2023-06-21T21:00:00.000Z","604.5"
"2023-06-21T21:00:00.000Z","2023-06-21T21:15:00.000Z","617.2"
"2023-06-21T21:15:00.000Z","2023-06-21T21:30:00.000Z","592.7"
"2023-06-21T21:30:00.000Z","2023-06-21T21:45:00.000Z","596"
"2023-06-21T21:45:00.000Z","2023-06-21T22:00:00.000Z","601.3"
"2023-06-21T22:00:00.000Z","2023-06-21T22:15:00.000Z","613.1"
"2023-06-21T22:15:00.000Z","2023-06-21T22:30:00.000Z","561.4"
"2023-06-21T22:30:00.000Z","2023-06-21T22:45:00.000Z","564.4"
"2023-06-21T22:45:00.000Z","2023-06-21T23:00:00.000Z","569.5"
"2023-06-21T23:00:00.000Z","2023-06-21T23:15:00.000Z","580.5"
"2023-06-21T23:15:00.000Z","2023-06-21T23:30:00.000Z","562"
"2023-06-21T23:30:00.000Z","2023-06-21T23:45:00.000Z","565.8"
"2023-06-21T23:45:00.000Z","2023-06-22T00:00:00.000Z","571.7"
"2023-06-22T00:00:00.000Z","2023-06-22T00:15:00.000Z","585.9"
"2023-06-22T00:15:00.000Z","2023-06-22T00:30:00.000Z","606.5"
"2023-06-22T00:30:00.000Z","2023-06-22T00:45:00.000Z","607.4"
"2023-06-22T00:45:00.000Z","2023-06-22T01:00:00.000Z","608.6"
"2023-06-22T01:00:00.000Z","2023-06-22T01:15:00.000Z","612.1"
"2023-06-22T01:15:00.000Z","2023-06-22T01:30:00.000Z","571.9"
"2023-06-22T01:30:00.000Z","2023-06-22T01:45:00.000Z","572.1"
"2023-06-22T01:45:00.000Z","2023-06-22T02:00:00.000Z","571.3"
"2023-06-22T02:00:00.000Z","2023-06-22T02:15:00.000Z","574.7"
"2023-06-22T02:15:00.000Z","2023-06-22T02:30:00.000Z","600.3"
"2023-06-22T02:30:00.000Z","2023-06-22T02:45:00.000Z","593.7"
"2023-06-22T02:45:00.000Z","2023-06-22T03:00:00.000Z","582.4"
"2023-06-22T03:00:00.000Z","2023-06-22T03:15:00.000Z","558.9"
"2023-06-22T03:15:00.000Z","2023-06-22T03:30:00.000Z","600.1"
"2023-06-22T03:30:00.000Z","2023-06-22T03:45:00.000Z","591.8"
"2023-06-22T03:45:00.000Z","2023-06-22T04:00:00.000Z","578.2"
"2023-06-22T04:00:00.000Z","2023-06-22T04:15:00.000Z","546.7"
"2023-06-22T04:15:00.000Z","2023-06-22T04:30:00.000Z","592"
"2023-06-22T04:30:00.000Z","2023-06-22T04:45:00.000Z","586.1"
"2023-06-22T04:45:00.000Z","2023-06-22T05:00:00.000Z","576.9"
"2023-06-22T05:00:00.000Z","2023-06-22T05:15:00.000Z","554.2"
"2023-06-22T05:15:00.000Z","2023-06-22T05:30:00.000Z","391.1"
"2023-06-22T05:30:00.000Z","2023-06-22T05:45:00.000Z","391.3"
"2023-06-22T05:45:00.000Z","2023-06-22T06:00:00.000Z","391.8"
"2023-06-22T06:00:00.000Z","2023-06-22T06:15:00.000Z","392"
"2023-06-22T06:15:00.000Z","2023-06-22T06:30:00.000Z","347.2"
"2023-06-22T06:30:00.000Z","2023-06-22T06:45:00.000Z","348.1"
"2023-06-22T06:45:00.000Z","2023-06-22T07:00:00.000Z","350.2"
"2023-06-22T07:00:00.000Z","2023-06-22T07:15:00.000Z","352.9"
"2023-06-22T07:15:00.000Z","2023-06-22T07:30:00.000Z","313.2"
"2023-06-22T07:30:00.000Z","2023-06-22T07:45:00.000Z","314.8"
"2023-06-22T07:45:00.000Z","2023-06-22T08:00:00.000Z","318.2"
"2023-06-22T08:00:00.000Z","2023-06-22T08:15:00.000Z","322.9"
"2023-06-22T08:15:00.000Z","2023-06-22T08:30:00.000Z","295.7"
"2023-06-22T08:30:00.000Z","2023-06-22T08:45:00.000Z","299"
"2023-06-22T08:45:00.000Z","2023-06-22T09:00:00.000Z","305.1"
"2023-06-22T09:00:00.000Z","2023-06-22T09:15:00.000Z","316.2"
"2023-06-22T09:15:00.000Z","2023-06-22T09:30:00.000Z","317"
"2023-06-22T09:30:00.000Z","2023-06-22T09:45:00.000Z","323.2"
"2023-06-22T09:45:00.000Z","2023-06-22T10:00:00.000Z","334.4"
"2023-06-22T10:00:00.000Z","2023-06-22T10:15:00.000Z","355.4"
"2023-06-22T10:15:00.000Z","2023-06-22T10:30:00.000Z","408.2"
"2023-06-22T10:30:00.000Z","2023-06-22T10:45:00.000Z","415.6"
"2023-06-22T10:45:00.000Z","2023-06-22T11:00:00.000Z","429.2"
"2023-06-22T11:00:00.000Z","2023-06-22T11:15:00.000Z","453.6"
"2023-06-22T11:15:00.000Z","2023-06-22T11:30:00.000Z","456"
"2023-06-22T11:30:00.000Z","2023-06-22T11:45:00.000Z","468"
"2023-06-22T11:45:00.000Z","2023-06-22T12:00:00.000Z","488.3"
"2023-06-22T12:00:00.000Z","2023-06-22T12:15:00.000Z","532.4"
"2023-06-22T12:15:00.000Z","2023-06-22T12:30:00.000Z","722.9"
"2023-06-22T12:30:00.000Z","2023-06-22T12:45:00.000Z","729.3"
"2023-06-22T12:45:00.000Z","2023-06-22T13:00:00.000Z","738.8"
"2023-06-22T13:00:00.000Z","2023-06-22T13:15:00.000Z","764.9"
"2023-06-22T13:15:00.000Z","2023-06-22T13:30:00.000Z","837.3"
"2023-06-22T13:30:00.000Z","2023-06-22T13:45:00.000Z","838"
"2023-06-22T13:45:00.000Z","2023-06-22T14:00:00.000Z","838.9"
"2023-06-22T14:00:00.000Z","2023-06-22T14:15:00.000Z","842"
"2023-06-22T14:15:00.000Z","2023-06-22T14:30:00.000Z","832.7"
"2023-06-22T14:30:00.000Z","2023-06-22T14:45:00.000Z","831.1"
"2023-06-22T14:45:00.000Z","2023-06-22T15:00:00.000Z","828"
"2023-06-22T15:00:00.000Z","2023-06-22T15:15:00.000Z","823"
"2023-06-22T15:15:00.000Z","2023-06-22T15:30:00.000Z","1081.1"
"2023-06-22T15:30:00.000Z","2023-06-22T15:45:00.000Z","1073.8"
"2023-06-22T15:45:00.000Z","2023-06-22T16:00:00.000Z","1061.9"
"2023-06-22T16:00:00.000Z","2023-06-22T16:15:00.000Z","1034.4"
"2023-06-22T16:15:00.000Z","2023-06-22T16:30:00.000Z","1021.6"
"2023-06-22T16:30:00.000Z","2023-06-22T16:45:00.000Z","1016.6"
"2023-06-22T16:45:00.000Z","2023-06-22T17:00:00.000Z","1010.5"
"2023-06-22T17:00:00.000Z","2023-06-22T17:15:00.000Z","988"
"2023-06-22T17:15:00.000Z","2023-06-22T17:30:00.000Z","908.5"
"2023-06-22T17:30:00.000Z","2023-06-22T17:45:00.000Z","913.7"
"2023-06-22T17:45:00.000Z","2023-06-22T18:00:00.000Z","923.1"
"2023-06-22T18:00:00.000Z","2023-06-22T18:15:00.000Z","940.2"
"2023-06-22T18:15:00.000Z","2023-06-22T18:30:00.000Z","936.6"
"2023-06-22T18:30:00.000Z","2023-06-22T18:45:00.000Z","946.1"
"2023-06-22T18:45:00.000Z","2023-06-22T19:00:00.000Z","962"
"2023-06-22T19:00:00.000Z","2023-06-22T19:15:00.000Z","996.5"
"2023-06-22T19:15:00.000Z","2023-06-22T19:30:00.000Z","939.6"
"2023-06-22T19:30:00.000Z","2023-06-22T19:45:00.000Z","950"
"2023-06-22T19:45:00.000Z","2023-06-22T20:00:00.000Z","967.1"
"2023-06-22T20:00:00.000Z","2023-06-22T20:15:00.000Z","1005.5"
"2023-06-22T20:15:00.000Z","2023-06-22T20:30:00.000Z","925.6"
"2023-06-22T20:30:00.000Z","2023-06-22T20:45:00.000Z","934.7"
"2023-06-22T20:45:00.000Z","2023-06-22T21:00:00.000Z","950.8"
"2023-06-22T21:00:00.000Z","2023-06-22T21:15:00.000Z","982.3"
"2023-06-22T21:15:00.000Z","2023-06-22T21:30:00.000Z","999.1"
"2023-06-22T21:30:00.000Z","2023-06-22T21:45:00.000Z","1006.4"
"2023-06-22T21:45:00.000Z","2023-06-22T22:00:00.000Z","1019.5"
"2023-06-22T22:00:00.000Z","2023-06-22T22:15:00.000Z","1045"
"2023-06-22T22:15:00.000Z","2023-06-22T22:30:00.000Z","1121.1"
"2023-06-22T22:30:00.000Z","2023-06-22T22:45:00.000Z","1129.7"
"2023-06-22T22:45:00.000Z","2023-06-22T23:00:00.000Z","1144.4"
"2023-06-22T23:00:00.000Z","2023-06-22T23:15:00.000Z","1175.3"
"2023-06-22T23:15:00.000Z","2023-06-22T23:30:00.000Z","1279.1"
"2023-06-22T23:30:00.000Z","2023-06-22T23:45:00.000Z","1287.9"
"2023-06-22T23:45:00.000Z","2023-06-23T00:00:00.000Z","1300.5"
"2023-06-23T00:00:00.000Z","2023-06-23T00:15:00.000Z","1337"
"2023-06-23T00:15:00.000Z","2023-06-23T00:30:00.000Z","1449.2"
"2023-06-23T00:30:00.000Z","2023-06-23T00:45:00.000Z","1446.6"
"2023-06-23T00:45:00.000Z","2023-06-23T01:00:00.000Z","1440.1"
"2023-06-23T01:00:00.000Z","2023-06-23T01:15:00.000Z","1434.8"
"2023-06-23T01:15:00.000Z","2023-06-23T01:30:00.000Z","1300.8"
"2023-06-23T01:30:00.000Z","2023-06-23T01:45:00.000Z","1292.3"
"2023-06-23T01:45:00.000Z","2023-06-23T02:00:00.000Z","1277.3"
"2023-06-23T02:00:00.000Z","2023-06-23T02:15:00.000Z","1247.3"
"2023-06-23T02:15:00.000Z","2023-06-23T02:30:00.000Z","1177.5"
"2023-06-23T02:30:00.000Z","2023-06-23T02:45:00.000Z","1168.7"
"2023-06-23T02:45:00.000Z","2023-06-23T03:00:00.000Z","1154.4"
"2023-06-23T03:00:00.000Z","2023-06-23T03:15:00.000Z","1121.3"
"2023-06-23T03:15:00.000Z","2023-06-23T03:30:00.000Z","982.7"
"2023-06-23T03:30:00.000Z","2023-06-23T03:45:00.000Z","979.2"
"2023-06-23T03:45:00.000Z","2023-06-23T04:00:00.000Z","974"
"2023-06-23T04:00:00.000Z","2023-06-23T04:15:00.000Z","959.3"
"2023-06-23T04:15:00.000Z","2023-06-23T04:30:00.000Z","793"
"2023-06-23T04:30:00.000Z","2023-06-23T04:45:00.000Z","794.5"
"2023-06-23T04:45:00.000Z","2023-06-23T05:00:00.000Z","798.1"
"2023-06-23T05:00:00.000Z","2023-06-23T05:15:00.000Z","801.2"
"2023-06-23T05:15:00.000Z","2023-06-23T05:30:00.000Z","742.6"
"2023-06-23T05:30:00.000Z","2023-06-23T05:45:00.000Z","746.8"
"2023-06-23T05:45:00.000Z","2023-06-23T06:00:00.000Z","754.9"
"2023-06-23T06:00:00.000Z","2023-06-23T06:15:00.000Z","768.2"
"2023-06-23T06:15:00.000Z","2023-06-23T06:30:00.000Z","737.1"
"2023-06-23T06:30:00.000Z","2023-06-23T06:45:00.000Z","742.2"
"2023-06-23T06:45:00.000Z","2023-06-23T07:00:00.000Z","751.1"
"2023-06-23T07:00:00.000Z","2023-06-23T07:15:00.000Z","769"
"2023-06-23T07:15:00.000Z","2023-06-23T07:30:00.000Z","788.5"
"2023-06-23T07:30:00.000Z","2023-06-23T07:45:00.000Z","792.4"
"2023-06-23T07:45:00.000Z","2023-06-23T08:00:00.000Z","800.1"
"2023-06-23T08:00:00.000Z","2023-06-23T08:15:00.000Z","812.5"
"2023-06-23T08:15:00.000Z","2023-06-23T08:30:00.000Z","907.8"
"2023-06-23T08:30:00.000Z","2023-06-23T08:45:00.000Z","911.5"
"2023-06-23T08:45:00.000Z","2023-06-23T09:00:00.000Z","918.1"
"2023-06-23T09:00:00.000Z","2023-06-23T09:15:00.000Z","930.8"
"2023-06-23T09:15:00.000Z","2023-06-23T09:30:00.000Z","901"
"2023-06-23T09:30:00.000Z","2023-06-23T09:45:00.000Z","906"
"2023-06-23T09:45:00.000Z","2023-06-23T10:00:00.000Z","914.5"
"2023-06-23T10:00:00.000Z","2023-06-23T10:15:00.000Z","932.4"
"2023-06-23T10:15:00.000Z","2023-06-23T10:30:00.000Z","966.7"
"2023-06-23T10:30:00.000Z","2023-06-23T10:45:00.000Z","971.6"
"2023-06-23T10:45:00.000Z","2023-06-23T11:00:00.000Z","979.6"
"2023-06-23T11:00:00.000Z","2023-06-23T11:15:00.000Z","998.2"
"2023-06-23T11:15:00.000Z","2023-06-23T11:30:00.000Z","1101.7"
"2023-06-23T11:30:00.000Z","2023-06-23T11:45:00.000Z","1104.4"
"2023-06-23T11:45:00.000Z","2023-06-23T12:00:00.000Z","1108.7"
"2023-06-23T12:00:00.000Z","2023-06-23T12:15:00.000Z","1118.8"
"2023-06-23T12:15:00.000Z","2023-06-23T12:30:00.000Z","1169.3"
"2023-06-23T12:30:00.000Z","2023-06-23T12:45:00.000Z","1171.3"
"2023-06-23T12:45:00.000Z","2023-06-23T13:00:00.000Z","1173.9"
"2023-06-23T13:00:00.000Z","2023-06-23T13:15:00.000Z","1182.8"
"2023-06-23T13:15:00.000Z","2023-06-23T13:30:00.000Z","1193.7"
"2023-06-23T13:30:00.000Z","2023-06-23T13:45:00.000Z","1192.2"
"2023-06-23T13:45:00.000Z","2023-06-23T14:00:00.000Z","1190"
"2023-06-23T14:00:00.000Z","2023-06-23T14:15:00.000Z","1184.1"
"2023-06-23T14:15:00.000Z","2023-06-23T14:30:00.000Z","1107.7"
"2023-06-23T14:30:00.000Z","2023-06-23T14:45:00.000Z","1107.4"
"2023-06-23T14:45:00.000Z","2023-06-23T15:00:00.000Z","1107.4"
"2023-06-23T15:00:00.000Z","2023-06-23T15:15:00.000Z","1104.5"
"2023-06-23T15:15:00.000Z","2023-06-23T15:30:00.000Z","1182"
"2023-06-23T15:30:00.000Z","2023-06-23T15:45:00.000Z","1183.3"
"2023-06-23T15:45:00.000Z","2023-06-23T16:00:00.000Z","1185"
"2023-06-23T16:00:00.000Z","2023-06-23T16:15:00.000Z","1190.6"
"2023-06-23T16:15:00.000Z","2023-06-23T16:30:00.000Z","1319.3"
"2023-06-23T16:30:00.000Z","2023-06-23T16:45:00.000Z","1316.4"
"2023-06-23T16:45:00.000Z","2023-06-23T17:00:00.000Z","1313.1"
"2023-06-23T17:00:00.000Z","2023-06-23T17:15:00.000Z","1299.6"
"2023-06-23T17:15:00.000Z","2023-06-23T17:30:00.000Z","1201.9"
"2023-06-23T17:30:00.000Z","2023-06-23T17:45:00.000Z","1206.5"
"2023-06-23T17:45:00.000Z","2023-06-23T18:00:00.000Z","1215.6"
"2023-06-23T18:00:00.000Z","2023-06-23T18:15:00.000Z","1230.1"
"2023-06-23T18:15:00.000Z","2023-06-23T18:30:00.000Z","1212.7"
"2023-06-23T18:30:00.000Z","2023-06-23T18:45:00.000Z","1221"
"2023-06-23T18:45:00.000Z","2023-06-23T19:00:00.000Z","1235.1"
"2023-06-23T19:00:00.000Z","2023-06-23T19:15:00.000Z","1264.6"
"2023-06-23T19:15:00.000Z","2023-06-23T19:30:00.000Z","1241.3"
"2023-06-23T19:30:00.000Z","2023-06-23T19:45:00.000Z","1248.2"
"2023-06-23T19:45:00.000Z","2023-06-23T20:00:00.000Z","1259.8"
"2023-06-23T20:00:00.000Z","2023-06-23T20:15:00.000Z","1285"
"2023-06-23T20:15:00.000Z","2023-06-23T20:30:00.000Z","1224.8"
"2023-06-23T20:30:00.000Z","2023-06-23T20:45:00.000Z","1230.4"
"2023-06-23T20:45:00.000Z","2023-06-23T21:00:00.000Z","1240.4"
"2023-06-23T21:00:00.000Z","2023-06-23T21:15:00.000Z","1260"
"2023-06-23T21:15:00.000Z","2023-06-23T21:30:00.000Z","1421.6"
"2023-06-23T21:30:00.000Z","2023-06-23T21:45:00.000Z","1424.5"
"2023-06-23T21:45:00.000Z","2023-06-23T22:00:00.000Z","1429.7"
"2023-06-23T22:00:00.000Z","2023-06-23T22:15:00.000Z","1440"
"2023-06-23T22:15:00.000Z","2023-06-23T22:30:00.000Z","1581.4"
"2023-06-23T22:30:00.000Z","2023-06-23T22:45:00.000Z","1582.5"
"2023-06-23T22:45:00.000Z","2023-06-23T23:00:00.000Z","1584.2"
"2023-06-23T23:00:00.000Z","2023-06-23T23:15:00.000Z","1588.1"
"2023-06-23T23:15:00.000Z","2023-06-23T23:30:00.000Z","1599.6"
"2023-06-23T23:30:00.000Z","2023-06-23T23:45:00.000Z","1600"
"2023-06-23T23:45:00.000Z","2023-06-24T00:00:00.000Z","1599.2"
"2023-06-24T00:00:00.000Z","2023-06-24T00:15:00.000Z","1604.1"
"2023-06-24T00:15:00.000Z","2023-06-24T00:30:00.000Z","1623.6"
"2023-06-24T00:30:00.000Z","2023-06-24T00:45:00.000Z","1617.5"
"2023-06-24T00:45:00.000Z","2023-06-24T01:00:00.000Z","1604.3"
"2023-06-24T01:00:00.000Z","2023-06-24T01:15:00.000Z","1587.5"
"2023-06-24T01:15:00.000Z","2023-06-24T01:30:00.000Z","1548.8"
"2023-06-24T01:30:00.000Z","2023-06-24T01:45:00.000Z","1533.2"
"2023-06-24T01:45:00.000Z","2023-06-24T02:00:00.000Z","1506.9"
"2023-06-24T02:00:00.000Z","2023-06-24T02:15:00.000Z","1450.3"
"2023-06-24T02:15:00.000Z","2023-06-24T02:30:00.000Z","1289.4"
"2023-06-24T02:30:00.000Z","2023-06-24T02:45:00.000Z","1277.7"
"2023-06-24T02:45:00.000Z","2023-06-24T03:00:00.000Z","1257.7"
"2023-06-24T03:00:00.000Z","2023-06-24T03:15:00.000Z","1215.7"
"2023-06-24T03:15:00.000Z","2023-06-24T03:30:00.000Z","1059.2"
"2023-06-24T03:30:00.000Z","2023-06-24T03:45:00.000Z","1049"
"2023-06-24T03:45:00.000Z","2023-06-24T04:00:00.000Z","1032.3"
"2023-06-24T04:00:00.000Z","2023-06-24T04:15:00.000Z","994.8"
"2023-06-24T04:15:00.000Z","2023-06-24T04:30:00.000Z","737.2"
"2023-06-24T04:30:00.000Z","2023-06-24T04:45:00.000Z","734.2"
"2023-06-24T04:45:00.000Z","2023-06-24T05:00:00.000Z","728.8"
"2023-06-24T05:00:00.000Z","2023-06-24T05:15:00.000Z","717.9"
"2023-06-24T05:15:00.000Z","2023-06-24T05:30:00.000Z","589"
"2023-06-24T05:30:00.000Z","2023-06-24T05:45:00.000Z","585.8"
"2023-06-24T05:45:00.000Z","2023-06-24T06:00:00.000Z","581.3"
"2023-06-24T06:00:00.000Z","2023-06-24T06:15:00.000Z","568.6"
"2023-06-24T06:15:00.000Z","2023-06-24T06:30:00.000Z","610.8"
"2023-06-24T06:30:00.000Z","2023-06-24T06:45:00.000Z","609.3"
"2023-06-24T06:45:00.000Z","2023-06-24T07:00:00.000Z","607.5"
"2023-06-24T07:00:00.000Z","2023-06-24T07:15:00.000Z","600.4"
"2023-06-24T07:15:00.000Z","2023-06-24T07:30:00.000Z","653.5"
"2023-06-24T07:30:00.000Z","2023-06-24T07:45:00.000Z","654.4"
"2023-06-24T07:45:00.000Z","2023-06-24T08:00:00.000Z","656"
"2023-06-24T08:00:00.000Z","2023-06-24T08:15:00.000Z","658.9"
"2023-06-24T08:15:00.000Z","2023-06-24T08:30:00.000Z","730.1"
"2023-06-24T08:30:00.000Z","2023-06-24T08:45:00.000Z","727.7"
"2023-06-24T08:45:00.000Z","2023-06-24T09:00:00.000Z","723.5"
"2023-06-24T09:00:00.000Z","2023-06-24T09:15:00.000Z","715.2"
"2023-06-24T09:15:00.000Z","2023-06-24T09:30:00.000Z","671"
"2023-06-24T09:30:00.000Z","2023-06-24T09:45:00.000Z","666.5"
"2023-06-24T09:45:00.000Z","2023-06-24T10:00:00.000Z","658.8"
"2023-06-24T10:00:00.000Z","2023-06-24T10:15:00.000Z","642.6"
"2023-06-24T10:15:00.000Z","2023-06-24T10:30:00.000Z","610.1"
"2023-06-24T10:30:00.000Z","2023-06-24T10:45:00.000Z","606.2"
"2023-06-24T10:45:00.000Z","2023-06-24T11:00:00.000Z","599.5"
"2023-06-24T11:00:00.000Z","2023-06-24T11:15:00.000Z","585.7"
"2023-06-24T11:15:00.000Z","2023-06-24T11:30:00.000Z","525.5"
"2023-06-24T11:30:00.000Z","2023-06-24T11:45:00.000Z","522.2"
"2023-06-24T11:45:00.000Z","2023-06-24T12:00:00.000Z","516.1"
"2023-06-24T12:00:00.000Z","2023-06-24T12:15:00.000Z","505"
"2023-06-24T12:15:00.000Z","2023-06-24T12:30:00.000Z","452.7"
"2023-06-24T12:30:00.000Z","2023-06-24T12:45:00.000Z","447.4"
"2023-06-24T12:45:00.000Z","2023-06-24T13:00:00.000Z","438.7"
"2023-06-24T13:00:00.000Z","2023-06-24T13:15:00.000Z","419"
"2023-06-24T13:15:00.000Z","2023-06-24T13:30:00.000Z","269"
"2023-06-24T13:30:00.000Z","2023-06-24T13:45:00.000Z","266.8"
"2023-06-24T13:45:00.000Z","2023-06-24T14:00:00.000Z","263"
"2023-06-24T14:00:00.000Z","2023-06-24T14:15:00.000Z","254.9"
"2023-06-24T14:15:00.000Z","2023-06-24T14:30:00.000Z","215.7"
"2023-06-24T14:30:00.000Z","2023-06-24T14:45:00.000Z","214.5"
"2023-06-24T14:45:00.000Z","2023-06-24T15:00:00.000Z","212.2"
"2023-06-24T15:00:00.000Z","2023-06-24T15:15:00.000Z","207.8"
"2023-06-24T15:15:00.000Z","2023-06-24T15:30:00.000Z","200.9"
"2023-06-24T15:30:00.000Z","2023-06-24T15:45:00.000Z","199.4"
"2023-06-24T15:45:00.000Z","2023-06-24T16:00:00.000Z","197.2"
"2023-06-24T16:00:00.000Z","2023-06-24T16:15:00.000Z","190.8"
"2023-06-24T16:15:00.000Z","2023-06-24T16:30:00.000Z","173.9"
"2023-06-24T16:30:00.000Z","2023-06-24T16:45:00.000Z","174.5"
"2023-06-24T16:45:00.000Z","2023-06-24T17:00:00.000Z","175.7"
"2023-06-24T17:00:00.000Z","2023-06-24T17:15:00.000Z","177.3"
"2023-06-24T17:15:00.000Z","2023-06-24T17:30:00.000Z","144.3"
"2023-06-24T17:30:00.000Z","2023-06-24T17:45:00.000Z","146.2"
"2023-06-24T17:45:00.000Z","2023-06-24T18:00:00.000Z","149.9"
"2023-06-24T18:00:00.000Z","2023-06-24T18:15:00.000Z","155.6"
"2023-06-24T18:15:00.000Z","2023-06-24T18:30:00.000Z","139.4"
"2023-06-24T18:30:00.000Z","2023-06-24T18:45:00.000Z","142.7"
"2023-06-24T18:45:00.000Z","2023-06-24T19:00:00.000Z","148.5"
"2023-06-24T19:00:00.000Z","2023-06-24T19:15:00.000Z","160.4"
"2023-06-24T19:15:00.000Z","2023-06-24T19:30:00.000Z","167.4"
"2023-06-24T19:30:00.000Z","2023-06-24T19:45:00.000Z","170.1"
"2023-06-24T19:45:00.000Z","2023-06-24T20:00:00.000Z","174.3"
"2023-06-24T20:00:00.000Z","2023-06-24T20:15:00.000Z","184.3"
"2023-06-24T20:15:00.000Z","2023-06-24T20:30:00.000Z","174.7"
"2023-06-24T20:30:00.000Z","2023-06-24T20:45:00.000Z","175.5"
"2023-06-24T20:45:00.000Z","2023-06-24T21:00:00.000Z","176.9"
"2023-06-24T21:00:00.000Z","2023-06-24T21:15:00.000Z","179.4"
"2023-06-24T21:15:00.000Z","2023-06-24T21:30:00.000Z","232.5"
"2023-06-24T21:30:00.000Z","2023-06-24T21:45:00.000Z","231.3"
"2023-06-24T21:45:00.000Z","2023-06-24T22:00:00.000Z","229.4"
"2023-06-24T22:00:00.000Z","2023-06-24T22:15:00.000Z","225.3"
"2023-06-24T22:15:00.000Z","2023-06-24T22:30:00.000Z","193.9"
"2023-06-24T22:30:00.000Z","2023-06-24T22:45:00.000Z","193.5"
