"Start time UTC","End time UTC","Wind power generation - 15 min data"
"2023-06-17T17:15:00.000Z","2023-06-17T17:30:00.000Z","479"
"2023-06-17T17:30:00.000Z","2023-06-17T17:45:00.000Z","507"
"2023-06-17T17:45:00.000Z","2023-06-17T18:00:00.000Z","507"
"2023-06-17T18:00:00.000Z","2023-06-17T18:15:00.000Z","586"
"2023-06-17T18:15:00.000Z","2023-06-17T18:30:00.000Z","586"
"2023-06-17T18:30:00.000Z","2023-06-17T18:45:00.000Z","700"
"2023-06-17T18:45:00.000Z","2023-06-17T19:00:00.000Z","281"
"2023-06-17T19:00:00.000Z","2023-06-17T19:15:00.000Z","281"
"2023-06-17T19:15:00.000Z","2023-06-17T19:30:00.000Z","281"
"2023-06-17T19:30:00.000Z","2023-06-17T19:45:00.000Z","281"
"2023-06-17T19:45:00.000Z","2023-06-17T20:00:00.000Z","281"
"2023-06-17T20:00:00.000Z","2023-06-17T20:15:00.000Z","281"
"2023-06-17T20:15:00.000Z","2023-06-17T20:30:00.000Z","281"
"2023-06-17T20:30:00.000Z","2023-06-17T20:45:00.000Z","281"
"2023-06-17T20:45:00.000Z","2023-06-17T21:00:00.000Z","281"
"2023-06-17T21:00:00.000Z","2023-06-17T21:15:00.000Z","281"
"2023-06-17T21:15:00.000Z","2023-06-17T21:30:00.000Z","281"
"2023-06-17T21:30:00.000Z","2023-06-17T21:45:00.000Z","281"
"2023-06-17T21:45:00.000Z","2023-06-17T22:00:00.000Z","281"
"2023-06-17T22:00:00.000Z","2023-06-17T22:15:00.000Z","281"
"2023-06-17T22:15:00.000Z","2023-06-17T22:30:00.000Z","281"
"2023-06-17T22:30:00.000Z","2023-06-17T22:45:00.000Z","281"
"2023-06-17T22:45:00.000Z","2023-06-17T23:00:00.000Z","281"
"2023-06-17T23:00:00.000Z","2023-06-17T23:15:00.000Z","281"
"2023-06-17T23:15:00.000Z","2023-06-17T23:30:00.000Z","281"
"2023-06-17T23:30:00.000Z","2023-06-17T23:45:00.000Z","281"
"2023-06-17T23:45:00.000Z","2023-06-18T00:00:00.000Z","281"
"2023-06-18T00:00:00.000Z","2023-06-18T00:15:00.000Z","281"
"2023-06-18T00:15:00.000Z","2023-06-18T00:30:00.000Z","281"
"2023-06-18T00:30:00.000Z","2023-06-18T00:45:00.000Z","281"
"2023-06-18T00:45:00.000Z","2023-06-18T01:00:00.000Z","281"
"2023-06-18T01:00:00.000Z","2023-06-18T01:15:00.000Z","281"
"2023-06-18T01:15:00.000Z","2023-06-18T01:30:00.000Z","281"
"2023-06-18T01:30:00.000Z","2023-06-18T01:45:00.000Z","281"
"2023-06-18T01:45:00.000Z","2023-06-18T02:00:00.000Z","281"
"2023-06-18T02:00:00.000Z","2023-06-18T02:15:00.000Z","281"
"2023-06-18T02:15:00.000Z","2023-06-18T02:30:00.000Z","281"
"2023-06-18T02:30:00.000Z","2023-06-18T02:45:00.000Z","281"
"2023-06-18T02:45:00.000Z","2023-06-18T03:00:00.000Z","281"
"2023-06-18T03:00:00.000Z","2023-06-18T03:15:00.000Z","281"
"2023-06-18T03:15:00.000Z","2023-06-18T03:30:00.000Z","281"
"2023-06-18T03:30:00.000Z","2023-06-18T03:45:00.000Z","281"
"2023-06-18T03:45:00.000Z","2023-06-18T04:00:00.000Z","281"
"2023-06-18T04:00:00.000Z","2023-06-18T04:15:00.000Z","281"
"2023-06-18T04:15:00.000Z","2023-06-18T04:30:00.000Z","281"
"2023-06-18T04:30:00.000Z","2023-06-18T04:45:00.000Z","281"
"2023-06-18T04:45:00.000Z","2023-06-18T05:00:00.000Z","281"
"2023-06-18T05:00:00.000Z","2023-06-18T05:15:00.000Z","281"
"2023-06-18T05:15:00.000Z","2023-06-18T05:30:00.000Z","281"
"2023-06-18T05:30:00.000Z","2023-06-18T05:45:00.000Z","281"
"2023-06-18T05:45:00.000Z","2023-06-18T06:00:00.000Z","281"
"2023-06-18T06:00:00.000Z","2023-06-18T06:15:00.000Z","281"
"2023-06-18T06:15:00.000Z","2023-06-18T06:30:00.000Z","281"
"2023-06-18T06:30:00.000Z","2023-06-18T06:45:00.000Z","281"
"2023-06-18T06:45:00.000Z","2023-06-18T07:00:00.000Z","281"
"2023-06-18T07:00:00.000Z","2023-06-18T07:15:00.000Z","281"
"2023-06-18T07:15:00.000Z","2023-06-18T07:30:00.000Z","281"
"2023-06-18T07:30:00.000Z","2023-06-18T07:45:00.000Z","281"
"2023-06-18T07:45:00.000Z","2023-06-18T08:00:00.000Z","281"
"2023-06-18T08:00:00.000Z","2023-06-18T08:15:00.000Z","281"
"2023-06-18T08:15:00.000Z","2023-06-18T08:30:00.000Z","281"
"2023-06-18T08:30:00.000Z","2023-06-18T08:45:00.000Z","281"
"2023-06-18T08:45:00.000Z","2023-06-18T09:00:00.000Z","281"
"2023-06-18T09:00:00.000Z","2023-06-18T09:15:00.000Z","281"
"2023-06-18T09:15:00.000Z","2023-06-18T09:30:00.000Z","281"
"2023-06-18T09:30:00.000Z","2023-06-18T09:45:00.000Z","281"
"2023-06-18T09:45:00.000Z","2023-06-18T10:00:00.000Z","281"
"2023-06-18T10:00:00.000Z","2023-06-18T10:15:00.000Z","281"
"2023-06-18T10:15:00.000Z","2023-06-18T10:30:00.000Z","281"
"2023-06-18T10:30:00.000Z","2023-06-18T10:45:00.000Z","281"
"2023-06-18T10:45:00.000Z","2023-06-18T11:00:00.000Z","281"
"2023-06-18T11:00:00.000Z","2023-06-18T11:15:00.000Z","281"
"2023-06-18T11:15:00.000Z","2023-06-18T11:30:00.000Z","281"
"2023-06-18T11:30:00.000Z","2023-06-18T11:45:00.000Z","281"
"2023-06-18T11:45:00.000Z","2023-06-18T12:00:00.000Z","281"
"2023-06-18T12:00:00.000Z","2023-06-18T12:15:00.000Z","281"
"2023-06-18T12:15:00.000Z","2023-06-18T12:30:00.000Z","281"
"2023-06-18T12:30:00.000Z","2023-06-18T12:45:00.000Z","281"
"2023-06-18T12:45:00.000Z","2023-06-18T13:00:00.000Z","281"
"2023-06-18T13:00:00.000Z","2023-06-18T13:15:00.000Z","281"
"2023-06-18T13:15:00.000Z","2023-06-18T13:30:00.000Z","281"
"2023-06-18T13:30:00.000Z","2023-06-18T13:45:00.000Z","281"
"2023-06-18T13:45:00.000Z","2023-06-18T14:00:00.000Z","281"
"2023-06-18T14:00:00.000Z","2023-06-18T14:15:00.000Z","281"
"2023-06-18T14:15:00.000Z","2023-06-18T14:30:00.000Z","281"
"2023-06-18T14:30:00.000Z","2023-06-18T14:45:00.000Z","281"
"2023-06-18T14:45:00.000Z","2023-06-18T15:00:00.000Z","281"
"2023-06-18T15:00:00.000Z","2023-06-18T15:15:00.000Z","281"
"2023-06-18T15:15:00.000Z","2023-06-18T15:30:00.000Z","281"
"2023-06-18T15:30:00.000Z","2023-06-18T15:45:00.000Z","281"
"2023-06-18T15:45:00.000Z","2023-06-18T16:00:00.000Z","281"
"2023-06-18T16:00:00.000Z","2023-06-18T16:15:00.000Z","281"
"2023-06-18T16:15:00.000Z","2023-06-18T16:30:00.000Z","1028"
"2023-06-18T16:30:00.000Z","2023-06-18T16:45:00.000Z","1028"
"2023-06-18T16:45:00.000Z","2023-06-18T17:00:00.000Z","1028"
"2023-06-18T17:00:00.000Z","2023-06-18T17:15:00.000Z","1028"
"2023-06-18T17:15:00.000Z","2023-06-18T17:30:00.000Z","1028"
"2023-06-18T17:30:00.000Z","2023-06-18T17:45:00.000Z","1028"
"2023-06-18T17:45:00.000Z","2023-06-18T18:00:00.000Z","1028"
"2023-06-18T18:00:00.000Z","2023-06-18T18:15:00.000Z","1028"
"2023-06-18T18:15:00.000Z","2023-06-18T18:30:00.000Z","1028"
"2023-06-18T18:30:00.000Z","2023-06-18T18:45:00.000Z","1028"
"2023-06-18T18:45:00.000Z","2023-06-18T19:00:00.000Z","1028"
"2023-06-18T19:00:00.000Z","2023-06-18T19:15:00.000Z","1028"
"2023-06-18T19:15:00.000Z","2023-06-18T19:30:00.000Z","1028"
"2023-06-18T19:30:00.000Z","2023-06-18T19:45:00.000Z","1028"
"2023-06-18T19:45:00.000Z","2023-06-18T20:00:00.000Z","1028"
"2023-06-18T20:00:00.000Z","2023-06-18T20:15:00.000Z","1028"
"2023-06-18T20:15:00.000Z","2023-06-18T20:30:00.000Z","1028"
"2023-06-18T20:30:00.000Z","2023-06-18T20:45:00.000Z","1028"
"2023-06-18T20:45:00.000Z","2023-06-18T21:00:00.000Z","1028"
"2023-06-18T21:00:00.000Z","2023-06-18T21:15:00.000Z","1028"
"2023-06-18T21:15:00.000Z","2023-06-18T21:30:00.000Z","1028"
"2023-06-18T21:30:00.000Z","2023-06-18T21:45:00.000Z","1028"
"2023-06-18T21:45:00.000Z","2023-06-18T22:00:00.000Z","1028"
"2023-06-18T22:00:00.000Z","2023-06-18T22:15:00.000Z","1028"
"2023-06-18T22:15:00.000Z","2023-06-18T22:30:00.000Z","1028"
"2023-06-18T22:30:00.000Z","2023-06-18T22:45:00.000Z","1028"
"2023-06-18T22:45:00.000Z","2023-06-18T23:00:00.000Z","1028"
"2023-06-18T23:00:00.000Z","2023-06-18T23:15:00.000Z","1028"
"2023-06-18T23:15:00.000Z","2023-06-18T23:30:00.000Z","1028"
"2023-06-18T23:30:00.000Z","2023-06-18T23:45:00.000Z","1028"
"2023-06-18T23:45:00.000Z","2023-06-19T00:00:00.000Z","1028"
"2023-06-19T00:00:00.000Z","2023-06-19T00:15:00.000Z","1028"
"2023-06-19T00:15:00.000Z","2023-06-19T00:30:00.000Z","1028"
"2023-06-19T00:30:00.000Z","2023-06-19T00:45:00.000Z","1028"
"2023-06-19T00:45:00.000Z","2023-06-19T01:00:00.000Z","1028"
"2023-06-19T01:00:00.000Z","2023-06-19T01:15:00.000Z","1028"
"2023-06-19T01:15:00.000Z","2023-06-19T01:30:00.000Z","1028"
"2023-06-19T01:30:00.000Z","2023-06-19T01:45:00.000Z","1028"
"2023-06-19T01:45:00.000Z","2023-06-19T02:00:00.000Z","1028"
"2023-06-19T02:00:00.000Z","2023-06-19T02:15:00.000Z","1028"
"2023-06-19T02:15:00.000Z","2023-06-19T02:30:00.000Z","1028"
"2023-06-19T02:30:00.000Z","2023-06-19T02:45:00.000Z","1028"
"2023-06-19T02:45:00.000Z","2023-06-19T03:00:00.000Z","1028"
"2023-06-19T03:00:00.000Z","2023-06-19T03:15:00.000Z","1028"
"2023-06-19T03:15:00.000Z","2023-06-19T03:30:00.000Z","1028"
"2023-06-19T03:30:00.000Z","2023-06-19T03:45:00.000Z","1028"
"2023-06-19T03:45:00.000Z","2023-06-19T04:00:00.000Z","1028"
"2023-06-19T04:00:00.000Z","2023-06-19T04:15:00.000Z","1028"
"2023-06-19T04:15:00.000Z","2023-06-19T04:30:00.000Z","1028"
"2023-06-19T04:30:00.000Z","2023-06-19T04:45:00.000Z","282"
"2023-06-19T04:45:00.000Z","2023-06-19T05:00:00.000Z","282"
"2023-06-19T05:00:00.000Z","2023-06-19T05:15:00.000Z","282"
"2023-06-19T05:15:00.000Z","2023-06-19T05:30:00.000Z","282"
"2023-06-19T05:30:00.000Z","2023-06-19T05:45:00.000Z","282"
"2023-06-19T05:45:00.000Z","2023-06-19T06:00:00.000Z","282"
"2023-06-19T06:00:00.000Z","2023-06-19T06:15:00.000Z","60"
"2023-06-19T06:15:00.000Z","2023-06-19T06:30:00.000Z","60"
"2023-06-19T06:30:00.000Z","2023-06-19T06:45:00.000Z","35"
"2023-06-19T06:45:00.000Z","2023-06-19T07:00:00.000Z","35"
"2023-06-19T07:00:00.000Z","2023-06-19T07:15:00.000Z","29"
"2023-06-19T07:15:00.000Z","2023-06-19T07:30:00.000Z","29"
"2023-06-19T07:30:00.000Z","2023-06-19T07:45:00.000Z","35"
"2023-06-19T07:45:00.000Z","2023-06-19T08:00:00.000Z","35"
"2023-06-19T08:00:00.000Z","2023-06-19T08:15:00.000Z","36"
"2023-06-19T08:15:00.000Z","2023-06-19T08:30:00.000Z","36"
"2023-06-19T08:30:00.000Z","2023-06-19T08:45:00.000Z","51"
"2023-06-19T08:45:00.000Z","2023-06-19T09:00:00.000Z","51"
"2023-06-19T09:00:00.000Z","2023-06-19T09:15:00.000Z","56"
"2023-06-19T09:15:00.000Z","2023-06-19T09:30:00.000Z","56"
"2023-06-19T09:30:00.000Z","2023-06-19T09:45:00.000Z","63"
"2023-06-19T09:45:00.000Z","2023-06-19T10:00:00.000Z","63"
"2023-06-19T10:00:00.000Z","2023-06-19T10:15:00.000Z","81"
"2023-06-19T10:15:00.000Z","2023-06-19T10:30:00.000Z","81"
"2023-06-19T10:30:00.000Z","2023-06-19T10:45:00.000Z","100"
"2023-06-19T10:45:00.000Z","2023-06-19T11:00:00.000Z","100"
"2023-06-19T11:00:00.000Z","2023-06-19T11:15:00.000Z","143"
"2023-06-19T11:15:00.000Z","2023-06-19T11:30:00.000Z","143"
"2023-06-19T11:30:00.000Z","2023-06-19T11:45:00.000Z","185"
"2023-06-19T11:45:00.000Z","2023-06-19T12:00:00.000Z","185"
"2023-06-19T12:00:00.000Z","2023-06-19T12:15:00.000Z","212"
"2023-06-19T12:15:00.000Z","2023-06-19T12:30:00.000Z","212"
"2023-06-19T12:30:00.000Z","2023-06-19T12:45:00.000Z","255"
"2023-06-19T12:45:00.000Z","2023-06-19T13:00:00.000Z","255"
"2023-06-19T13:00:00.000Z","2023-06-19T13:15:00.000Z","245"
"2023-06-19T13:15:00.000Z","2023-06-19T13:30:00.000Z","245"
"2023-06-19T13:30:00.000Z","2023-06-19T13:45:00.000Z","276"
"2023-06-19T13:45:00.000Z","2023-06-19T14:00:00.000Z","276"
"2023-06-19T14:00:00.000Z","2023-06-19T14:15:00.000Z","298"
"2023-06-19T14:15:00.000Z","2023-06-19T14:30:00.000Z","298"
"2023-06-19T14:30:00.000Z","2023-06-19T14:45:00.000Z","247"
"2023-06-19T14:45:00.000Z","2023-06-19T15:00:00.000Z","247"
"2023-06-19T15:00:00.000Z","2023-06-19T15:15:00.000Z","269"
"2023-06-19T15:15:00.000Z","2023-06-19T15:30:00.000Z","269"
"2023-06-19T15:30:00.000Z","2023-06-19T15:45:00.000Z","286"
"2023-06-19T15:45:00.000Z","2023-06-19T16:00:00.000Z","286"
"2023-06-19T16:00:00.000Z","2023-06-19T16:15:00.000Z","260"
"2023-06-19T16:15:00.000Z","2023-06-19T16:30:00.000Z","260"
"2023-06-19T16:30:00.000Z","2023-06-19T16:45:00.000Z","223"
"2023-06-19T16:45:00.000Z","2023-06-19T17:00:00.000Z","223"
"2023-06-19T17:00:00.000Z","2023-06-19T17:15:00.000Z","250"
"2023-06-19T17:15:00.000Z","2023-06-19T17:30:00.000Z","250"
"2023-06-19T17:30:00.000Z","2023-06-19T17:45:00.000Z","252"
"2023-06-19T17:45:00.000Z","2023-06-19T18:00:00.000Z","252"
"2023-06-19T18:00:00.000Z","2023-06-19T18:15:00.000Z","244"
"2023-06-19T18:15:00.000Z","2023-06-19T18:30:00.000Z","244"
"2023-06-19T18:30:00.000Z","2023-06-19T18:45:00.000Z","274"
"2023-06-19T18:45:00.000Z","2023-06-19T19:00:00.000Z","274"
"2023-06-19T19:00:00.000Z","2023-06-19T19:15:00.000Z","330"
"2023-06-19T19:15:00.000Z","2023-06-19T19:30:00.000Z","330"
"2023-06-19T19:30:00.000Z","2023-06-19T19:45:00.000Z","374"
"2023-06-19T19:45:00.000Z","2023-06-19T20:00:00.000Z","374"
"2023-06-19T20:00:00.000Z","2023-06-19T20:15:00.000Z","404"
"2023-06-19T20:15:00.000Z","2023-06-19T20:30:00.000Z","404"
"2023-06-19T20:30:00.000Z","2023-06-19T20:45:00.000Z","426"
"2023-06-19T20:45:00.000Z","2023-06-19T21:00:00.000Z","426"
"2023-06-19T21:00:00.000Z","2023-06-19T21:15:00.000Z","452"
"2023-06-19T21:15:00.000Z","2023-06-19T21:30:00.000Z","452"
"2023-06-19T21:30:00.000Z","2023-06-19T21:45:00.000Z","450"
"2023-06-19T21:45:00.000Z","2023-06-19T22:00:00.000Z","450"
"2023-06-19T22:00:00.000Z","2023-06-19T22:15:00.000Z","481"
"2023-06-19T22:15:00.000Z","2023-06-19T22:30:00.000Z","481"
"2023-06-19T22:30:00.000Z","2023-06-19T22:45:00.000Z","489"
"2023-06-19T22:45:00.000Z","2023-06-19T23:00:00.000Z","489"
"2023-06-19T23:00:00.000Z","2023-06-19T23:15:00.000Z","471"
"2023-06-19T23:15:00.000Z","2023-06-19T23:30:00.000Z","471"
"2023-06-19T23:30:00.000Z","2023-06-19T23:45:00.000Z","443"
"2023-06-19T23:45:00.000Z","2023-06-20T00:00:00.000Z","443"
"2023-06-20T00:00:00.000Z","2023-06-20T00:15:00.000Z","434"
"2023-06-20T00:15:00.000Z","2023-06-20T00:30:00.000Z","434"
"2023-06-20T00:30:00.000Z","2023-06-20T00:45:00.000Z","433"
"2023-06-20T00:45:00.000Z","2023-06-20T01:00:00.000Z","433"
"2023-06-20T01:00:00.000Z","2023-06-20T01:15:00.000Z","435"
"2023-06-20T01:15:00.000Z","2023-06-20T01:30:00.000Z","435"
"2023-06-20T01:30:00.000Z","2023-06-20T01:45:00.000Z","429"
"2023-06-20T01:45:00.000Z","2023-06-20T02:00:00.000Z","429"
"2023-06-20T02:00:00.000Z","2023-06-20T02:15:00.000Z","465"
"2023-06-20T02:15:00.000Z","2023-06-20T02:30:00.000Z","465"
"2023-06-20T02:30:00.000Z","2023-06-20T02:45:00.000Z","458"
"2023-06-20T02:45:00.000Z","2023-06-20T03:00:00.000Z","458"
"2023-06-20T03:00:00.000Z","2023-06-20T03:15:00.000Z","426"
"2023-06-20T03:15:00.000Z","2023-06-20T03:30:00.000Z","426"
"2023-06-20T03:30:00.000Z","2023-06-20T03:45:00.000Z","439"
"2023-06-20T03:45:00.000Z","2023-06-20T04:00:00.000Z","439"
"2023-06-20T04:00:00.000Z","2023-06-20T04:15:00.000Z","454"
"2023-06-20T04:15:00.000Z","2023-06-20T04:30:00.000Z","454"
"2023-06-20T04:30:00.000Z","2023-06-20T04:45:00.000Z","479"
"2023-06-20T04:45:00.000Z","2023-06-20T05:00:00.000Z","479"
"2023-06-20T05:00:00.000Z","2023-06-20T05:15:00.000Z","424"
"2023-06-20T05:15:00.000Z","2023-06-20T05:30:00.000Z","424"
"2023-06-20T05:30:00.000Z","2023-06-20T05:45:00.000Z","314"
"2023-06-20T05:45:00.000Z","2023-06-20T06:00:00.000Z","314"
"2023-06-20T06:00:00.000Z","2023-06-20T06:15:00.000Z","313"
"2023-06-20T06:15:00.000Z","2023-06-20T06:30:00.000Z","313"
"2023-06-20T06:30:00.000Z","2023-06-20T06:45:00.000Z","313"
"2023-06-20T06:45:00.000Z","2023-06-20T07:00:00.000Z","273"
"2023-06-20T07:00:00.000Z","2023-06-20T07:15:00.000Z","273"
"2023-06-20T07:15:00.000Z","2023-06-20T07:30:00.000Z","333"
"2023-06-20T07:30:00.000Z","2023-06-20T07:45:00.000Z","333"
"2023-06-20T07:45:00.000Z","2023-06-20T08:00:00.000Z","293"
"2023-06-20T08:00:00.000Z","2023-06-20T08:15:00.000Z","293"
"2023-06-20T08:15:00.000Z","2023-06-20T08:30:00.000Z","315"
"2023-06-20T08:30:00.000Z","2023-06-20T08:45:00.000Z","315"
"2023-06-20T08:45:00.000Z","2023-06-20T09:00:00.000Z","222"
"2023-06-20T09:00:00.000Z","2023-06-20T09:15:00.000Z","222"
"2023-06-20T09:15:00.000Z","2023-06-20T09:30:00.000Z","288"
"2023-06-20T09:30:00.000Z","2023-06-20T09:45:00.000Z","288"
"2023-06-20T09:45:00.000Z","2023-06-20T10:00:00.000Z","272"
"2023-06-20T10:00:00.000Z","2023-06-20T10:15:00.000Z","272"
"2023-06-20T10:15:00.000Z","2023-06-20T10:30:00.000Z","265"
"2023-06-20T10:30:00.000Z","2023-06-20T10:45:00.000Z","265"
"2023-06-20T10:45:00.000Z","2023-06-20T11:00:00.000Z","271"
"2023-06-20T11:00:00.000Z","2023-06-20T11:15:00.000Z","271"
"2023-06-20T11:15:00.000Z","2023-06-20T11:30:00.000Z","325"
"2023-06-20T11:30:00.000Z","2023-06-20T11:45:00.000Z","325"
"2023-06-20T11:45:00.000Z","2023-06-20T12:00:00.000Z","361"
"2023-06-20T12:00:00.000Z","2023-06-20T12:15:00.000Z","361"
"2023-06-20T12:15:00.000Z","2023-06-20T12:30:00.000Z","379"
"2023-06-20T12:30:00.000Z","2023-06-20T12:45:00.000Z","379"
"2023-06-20T12:45:00.000Z","2023-06-20T13:00:00.000Z","371"
"2023-06-20T13:00:00.000Z","2023-06-20T13:15:00.000Z","371"
"2023-06-20T13:15:00.000Z","2023-06-20T13:30:00.000Z","371"
"2023-06-20T13:30:00.000Z","2023-06-20T13:45:00.000Z","371"
"2023-06-20T13:45:00.000Z","2023-06-20T14:00:00.000Z","474"
"2023-06-20T14:00:00.000Z","2023-06-20T14:15:00.000Z","474"
"2023-06-20T14:15:00.000Z","2023-06-20T14:30:00.000Z","483"
"2023-06-20T14:30:00.000Z","2023-06-20T14:45:00.000Z","483"
"2023-06-20T14:45:00.000Z","2023-06-20T15:00:00.000Z","484"
"2023-06-20T15:00:00.000Z","2023-06-20T15:15:00.000Z","484"
"2023-06-20T15:15:00.000Z","2023-06-20T15:30:00.000Z","417"
"2023-06-20T15:30:00.000Z","2023-06-20T15:45:00.000Z","417"
"2023-06-20T15:45:00.000Z","2023-06-20T16:00:00.000Z","330"
"2023-06-20T16:00:00.000Z","2023-06-20T16:15:00.000Z","330"
"2023-06-20T16:15:00.000Z","2023-06-20T16:30:00.000Z","298"
"2023-06-20T16:30:00.000Z","2023-06-20T16:45:00.000Z","298"
"2023-06-20T16:45:00.000Z","2023-06-20T17:00:00.000Z","238"
"2023-06-20T17:00:00.000Z","2023-06-20T17:15:00.000Z","238"
"2023-06-20T17:15:00.000Z","2023-06-20T17:30:00.000Z","224"
"2023-06-20T17:30:00.000Z","2023-06-20T17:45:00.000Z","224"
"2023-06-20T17:45:00.000Z","2023-06-20T18:00:00.000Z","261"
"2023-06-20T18:00:00.000Z","2023-06-20T18:15:00.000Z","261"
"2023-06-20T18:15:00.000Z","2023-06-20T18:30:00.000Z","307"
"2023-06-20T18:30:00.000Z","2023-06-20T18:45:00.000Z","307"
"2023-06-20T18:45:00.000Z","2023-06-20T19:00:00.000Z","348"
"2023-06-20T19:00:00.000Z","2023-06-20T19:15:00.000Z","348"
"2023-06-20T19:15:00.000Z","2023-06-20T19:30:00.000Z","419"
"2023-06-20T19:30:00.000Z","2023-06-20T19:45:00.000Z","419"
"2023-06-20T19:45:00.000Z","2023-06-20T20:00:00.000Z","540"
"2023-06-20T20:00:00.000Z","2023-06-20T20:15:00.000Z","540"
"2023-06-20T20:15:00.000Z","2023-06-20T20:30:00.000Z","764"
"2023-06-20T20:30:00.000Z","2023-06-20T20:45:00.000Z","764"
"2023-06-20T20:45:00.000Z","2023-06-20T21:00:00.000Z","967"
"2023-06-20T21:00:00.000Z","2023-06-20T21:15:00.000Z","967"
"2023-06-20T21:15:00.000Z","2023-06-20T21:30:00.000Z","1202"
"2023-06-20T21:30:00.000Z","2023-06-20T21:45:00.000Z","1202"
"2023-06-20T21:45:00.000Z","2023-06-20T22:00:00.000Z","1493"
"2023-06-20T22:00:00.000Z","2023-06-20T22:15:00.000Z","1493"
"2023-06-20T22:15:00.000Z","2023-06-20T22:30:00.000Z","1632"
"2023-06-20T22:30:00.000Z","2023-06-20T22:45:00.000Z","1632"
"2023-06-20T22:45:00.000Z","2023-06-20T23:00:00.000Z","1636"
"2023-06-20T23:00:00.000Z","2023-06-20T23:15:00.000Z","1636"
"2023-06-20T23:15:00.000Z","2023-06-20T23:30:00.000Z","1608"
"2023-06-20T23:30:00.000Z","2023-06-20T23:45:00.000Z","1608"
"2023-06-20T23:45:00.000Z","2023-06-21T00:00:00.000Z","1497"
"2023-06-21T00:00:00.000Z","2023-06-21T00:15:00.000Z","1497"
"2023-06-21T00:15:00.000Z","2023-06-21T00:30:00.000Z","1345"
"2023-06-21T00:30:00.000Z","2023-06-21T00:45:00.000Z","1345"
"2023-06-21T00:45:00.000Z","2023-06-21T01:00:00.000Z","1258"
"2023-06-21T01:00:00.000Z","2023-06-21T01:15:00.000Z","1258"
"2023-06-21T01:15:00.000Z","2023-06-21T01:30:00.000Z","1166"
"2023-06-21T01:30:00.000Z","2023-06-21T01:45:00.000Z","1166"
"2023-06-21T01:45:00.000Z","2023-06-21T02:00:00.000Z","1149"
"2023-06-21T02:00:00.000Z","2023-06-21T02:15:00.000Z","1149"
"2023-06-21T02:15:00.000Z","2023-06-21T02:30:00.000Z","1138"
"2023-06-21T02:30:00.000Z","2023-06-21T02:45:00.000Z","1138"
"2023-06-21T02:45:00.000Z","2023-06-21T03:00:00.000Z","1048"
"2023-06-21T03:00:00.000Z","2023-06-21T03:15:00.000Z","1048"
"2023-06-21T03:15:00.000Z","2023-06-21T03:30:00.000Z","948"
"2023-06-21T03:30:00.000Z","2023-06-21T03:45:00.000Z","948"
"2023-06-21T03:45:00.000Z","2023-06-21T04:00:00.000Z","728"
"2023-06-21T04:00:00.000Z","2023-06-21T04:15:00.000Z","728"
"2023-06-21T04:15:00.000Z","2023-06-21T04:30:00.000Z","481"
"2023-06-21T04:30:00.000Z","2023-06-21T04:45:00.000Z","481"
"2023-06-21T04:45:00.000Z","2023-06-21T05:00:00.000Z","351"
"2023-06-21T05:00:00.000Z","2023-06-21T05:15:00.000Z","351"
"2023-06-21T05:15:00.000Z","2023-06-21T05:30:00.000Z","336"
"2023-06-21T05:30:00.000Z","2023-06-21T05:45:00.000Z","336"
"2023-06-21T05:45:00.000Z","2023-06-21T06:00:00.000Z","348"
"2023-06-21T06:00:00.000Z","2023-06-21T06:15:00.000Z","348"
"2023-06-21T06:15:00.000Z","2023-06-21T06:30:00.000Z","302"
"2023-06-21T06:30:00.000Z","2023-06-21T06:45:00.000Z","302"
"2023-06-21T06:45:00.000Z","2023-06-21T07:00:00.000Z","334"
"2023-06-21T07:00:00.000Z","2023-06-21T07:15:00.000Z","334"
"2023-06-21T07:15:00.000Z","2023-06-21T07:30:00.000Z","392"
"2023-06-21T07:30:00.000Z","2023-06-21T07:45:00.000Z","392"
"2023-06-21T07:45:00.000Z","2023-06-21T08:00:00.000Z","457"
"2023-06-21T08:00:00.000Z","2023-06-21T08:15:00.000Z","457"
"2023-06-21T08:15:00.000Z","2023-06-21T08:30:00.000Z","531"
"2023-06-21T08:30:00.000Z","2023-06-21T08:45:00.000Z","531"
"2023-06-21T08:45:00.000Z","2023-06-21T09:00:00.000Z","635"
"2023-06-21T09:00:00.000Z","2023-06-21T09:15:00.000Z","635"
"2023-06-21T09:15:00.000Z","2023-06-21T09:30:00.000Z","754"
"2023-06-21T09:30:00.000Z","2023-06-21T09:45:00.000Z","754"
"2023-06-21T09:45:00.000Z","2023-06-21T10:00:00.000Z","836"
"2023-06-21T10:00:00.000Z","2023-06-21T10:15:00.000Z","836"
"2023-06-21T10:15:00.000Z","2023-06-21T10:30:00.000Z","882"
"2023-06-21T10:30:00.000Z","2023-06-21T10:45:00.000Z","882"
"2023-06-21T10:45:00.000Z","2023-06-21T11:00:00.000Z","948"
"2023-06-21T11:00:00.000Z","2023-06-21T11:15:00.000Z","948"
"2023-06-21T11:15:00.000Z","2023-06-21T11:30:00.000Z","1100"
"2023-06-21T11:30:00.000Z","2023-06-21T11:45:00.000Z","1100"
"2023-06-21T11:45:00.000Z","2023-06-21T12:00:00.000Z","1052"
"2023-06-21T12:00:00.000Z","2023-06-21T12:15:00.000Z","1052"
"2023-06-21T12:15:00.000Z","2023-06-21T12:30:00.000Z","947"
